"","VESSEL","HAUL","YEAR","CRUISE","START_TIME","DURATION","DISTANCE_FISHED","NET_WIDTH","STRATUM","START_LATITUDE","END_LATITUDE","START_LONGITUDE","END_LONGITUDE","STATIONID","GEAR_DEPTH","BOTTOM_DEPTH","BOTTOM_TYPE","SURFACE_TEMPERATURE","GEAR_TEMPERATURE","CPUE_NOHA"
"2806",57,135,1986,198602,"1986-07-09 06:00:00",0.5,2.797,16.8,41,57.32817,57.35333,-171.4635,-171.4715,"H-23",104,104,0,8,3.1,1.84437974927785
"2807",57,136,1986,198602,"1986-07-09 09:00:00",0.5,2.834,16.74,41,57.66183,57.687,-171.5355,-171.54467,"I-23",102,102,0,8.1,2.6,0.421574851879676
"2808",57,137,1986,198602,"1986-07-09 11:00:00",0.5,2.815,16.74,41,58.01733,58.04267,-171.59467,-171.598,"J-23",101,101,0,8.2,2.1,1.76841789554026
"2809",57,138,1986,198602,"1986-07-09 14:00:00",0.5,2.834,16.74,41,58.31817,58.34383,-171.65183,-171.658,"K-23",99,99,0,8.5,1.1,0
"2810",57,139,1986,198602,"1986-07-09 17:00:00",0.5,2.815,16.74,41,58.65817,58.68267,-171.711,-171.72167,"L-23",97,97,0,8.9,-0.1,0
"2811",57,140,1986,198602,"1986-07-10 06:00:00",0.5,2.778,16.632,41,58.98783,59.01317,-171.77633,-171.78283,"M-23",91,91,0,7.1,-0.6,0
"2812",57,141,1986,198602,"1986-07-10 09:00:00",0.5,2.815,16.55,43,59.3265,59.35217,-171.82783,-171.82867,"N-23",84,84,0,6.8,-1.1,0
"2813",57,142,1986,198602,"1986-07-10 11:00:00",0.5,2.704,16.55,43,59.65733,59.682,-171.8985,-171.90067,"O-23",86,86,0,7.3,-1.1,0
"2814",57,143,1986,198602,"1986-07-10 14:00:00",0.5,2.852,16.403,43,59.82817,59.85017,-172.23017,-172.25767,"PO2423",79,79,0,7.4,-1.2,0
"2815",57,144,1986,198602,"1986-07-10 16:00:00",0.5,2.741,16.403,43,59.98533,60.0055,-172.0095,-171.97917,"P-23",70,70,0,7.5,-1.2,0
"2816",57,145,1986,198602,"1986-07-11 06:00:00",0.5,2.852,16.051,43,60.14767,60.166,-172.28517,-172.32183,"QP2423",60,60,0,7,1.1,0
"2817",57,146,1986,198602,"1986-07-11 08:00:00",0.5,2.797,16.051,43,60.3375,60.36233,-172.056,-172.04633,"Q-23",62,62,0,6.1,-1.5,0
"2818",57,147,1986,198602,"1986-07-11 11:00:00",0.5,2.704,16.051,41,60.6635,60.68683,-172.11567,-172.131,"R-23",64,64,0,7.8,-1.5,0
"2819",57,148,1986,198602,"1986-07-11 14:00:00",0.5,2.741,16.276,41,60.98417,61.00867,-172.1555,-172.16383,"S-23",68,68,0,8.1,-1.6,0
"2820",57,149,1986,198602,"1986-07-12 06:00:00",0.5,2.778,16.403,41,61.0065,60.98317,-173.48817,-173.50833,"S-25",79,79,0,7.8,-1.2,0
"2821",57,150,1986,198602,"1986-07-12 09:00:00",0.5,2.685,16.276,41,60.67333,60.64917,-173.4725,-173.46483,"R-25",70,70,0,7.6,-0.6,0
"2822",57,153,1986,198602,"1986-07-12 16:00:00",0.5,2.815,16.051,43,60.32567,60.33133,-173.3495,-173.39983,"Q-25",64,64,0,7.6,-0.6,0
"2823",57,155,1986,198602,"1986-07-13 07:00:00",0.5,2.778,16.632,43,60.11717,60.10167,-173.74083,-173.77983,"QP2625",91,91,0,6.9,-0.7,0
"2824",57,156,1986,198602,"1986-07-13 10:00:00",0.5,2.871,16.403,43,60.00917,60.0095,-173.3105,-173.25767,"P-25",77,77,0,7.1,-0.9,0
"2825",57,157,1986,198602,"1986-07-13 12:00:00",0.5,2.815,16.74,43,59.84183,59.823,-173.56717,-173.60017,"PO2625",99,99,0,7.3,-0.4,0
"2826",57,158,1986,198602,"1986-07-13 15:00:00",0.5,2.852,16.74,43,59.67233,59.66833,-173.22983,-173.179,"O-25",99,99,0,7.4,-0.4,0
"2827",57,159,1986,198602,"1986-07-14 06:00:00",0.5,2.611,16.926,43,59.50567,59.49,-173.501,-173.46733,"ON2625",108,108,0,7.4,0.8,0
"2828",57,160,1986,198602,"1986-07-14 09:00:00",0.5,2.611,16.8,43,59.34833,59.35533,-173.1625,-173.1175,"N-25",104,104,0,7.1,0.1,0
"2829",57,161,1986,198602,"1986-07-15 06:00:00",0.5,2.852,16.88,61,58.9915,59.00267,-173.045,-173.09083,"M-25",112,112,0,7.7,0.9,0
"2830",57,162,1986,198602,"1986-07-15 09:00:00",0.5,2.834,16.926,61,58.692,58.66783,-172.98983,-173.00717,"L-25",115,115,0,7.9,2,2.71012404779792
"2831",57,163,1986,198602,"1986-07-15 12:00:00",0.5,2.722,16.986,61,58.66417,58.65667,-173.59533,-173.64033,"L-26",130,130,0,8.2,2.8,12.9769314280776
"2832",57,164,1986,198602,"1986-07-15 15:00:00",0.5,2.797,16.926,61,58.99433,59.01967,-173.7145,-173.71317,"M-26",123,123,0,8.4,1.9,2.32351714930976
"2833",57,165,1986,198602,"1986-07-15 17:00:00",0.5,2.797,16.88,62,59.31717,59.34217,-173.7965,-173.79433,"N-26",115,115,0,8.2,1.1,0
"2834",57,166,1986,198602,"1986-07-16 06:00:00",0.5,2.704,16.88,62,59.66883,59.6935,-173.87383,-173.86883,"O-26",108,108,0,6.9,0.3,0
"2835",57,167,1986,198602,"1986-07-16 08:00:00",0.5,2.834,16.88,62,59.8345,59.86017,-174.22917,-174.22767,"PO2726",110,110,0,7.2,0.1,0
"2836",57,168,1986,198602,"1986-07-16 11:00:00",0.5,2.741,16.8,43,59.99667,60.02133,-173.95483,-173.95533,"P-26",101,101,0,6.5,-0.4,0
"2837",57,169,1986,198602,"1986-07-16 13:00:00",0.5,2.815,16.8,43,60.17367,60.199,-174.33933,-174.337,"QP2726",104,104,0,7.1,-0.2,0
"2838",57,170,1986,198602,"1986-07-16 15:00:00",0.5,2.797,16.632,43,60.326,60.34833,-174.08767,-174.06233,"Q-26",95,95,0,6.6,-0.6,0
"2839",57,171,1986,198602,"1986-07-16 17:00:00",0.5,2.741,16.632,41,60.6445,60.66933,-174.10317,-174.1,"R-26",91,91,0,6.2,-0.6,0
"2840",57,172,1986,198602,"1986-07-17 06:00:00",0.5,2.797,16.926,62,59.33117,59.30717,-174.4395,-174.45317,"N-27",124,124,0,7.8,1.1,0.422457663510866
"2841",57,173,1986,198602,"1986-07-17 09:00:00",0.5,2.815,16.986,61,58.99967,58.97833,-174.38133,-174.4075,"M-27",132,132,0,8.2,2.3,8.15633562191744
"2842",57,174,1986,198602,"1986-07-17 12:00:00",0.5,2.648,17.1,61,58.67267,58.64983,-174.2855,-174.29983,"L-27",163,163,0,8.4,2.9,51.014999734987
"2843",57,175,1986,198602,"1986-07-17 15:00:00",0.5,2.704,17.164,61,58.33267,58.30833,-174.3105,-174.30633,"K-27",179,179,0,8.4,3.1,13.5742347751383
"2844",57,176,1986,198602,"1986-07-23 06:00:00",0.5,2.778,17.023,61,56.64067,56.65717,-171.9475,-171.981,"F-24",132,132,0,7.5,4.1,6.20594034043649
"2845",57,177,1986,198602,"1986-07-23 09:00:00",0.5,2.797,17.14,61,56.64233,56.6345,-172.50083,-172.544,"F-25",161,161,0,8.2,3.7,23.7135659448249
"2846",57,178,1986,198602,"1986-07-23 12:00:00",0.5,2.815,16.986,61,56.97717,57.0025,-172.65317,-172.65717,"G-25",126,126,0,7.8,4.1,44.9072145144493
"2847",57,179,1986,198602,"1986-07-23 15:00:00",0.5,2.889,17.023,61,56.9995,57.004,-173.2465,-173.29417,"G-26",144,144,0,7.8,3.5,22.5704042585107
"2848",57,180,1986,198602,"1986-07-23 18:00:00",0.5,2.759,16.986,61,57.32467,57.34933,-173.33167,-173.32367,"H-26",124,124,0,8.2,3.5,21.0333394342211
"2849",57,181,1986,198602,"1986-07-24 06:00:00",0.5,2.852,16.926,61,57.34283,57.34633,-172.78217,-172.73467,"H-25",121,121,0,8.3,3.5,18.6439810020319
"2850",57,182,1986,198602,"1986-07-24 09:00:00",0.5,2.741,16.926,61,57.663,57.688,-172.712,-172.71333,"I-25",121,121,0,8,3,20.1331887289449
"2851",57,183,1986,198602,"1986-07-24 12:00:00",0.5,2.797,17.1,61,57.6725,57.67717,-173.382,-173.428,"I-26",150,150,0,7.9,3,63.2645685323982
"2852",57,184,1986,198602,"1986-07-24 14:00:00",0.33,1.852,16.926,61,57.9715,57.98817,-173.48383,-173.48817,"J-26",121,121,0,8.3,3.2,31.3997263365737
"2853",57,185,1986,198602,"1986-07-24 17:00:00",0.5,2.778,16.88,61,58.002,58.00533,-172.908,-172.8605,"J-25",112,112,0,8.3,2.9,14.2803403080496
"2854",57,186,1986,198602,"1986-07-25 06:00:00",0.33,2,16.88,61,58.33183,58.35,-172.91667,-172.9185,"K-25",113,113,0,8.1,2,1.77725118483412
"2855",57,187,1986,198602,"1986-07-25 09:00:00",0.5,2.759,16.926,61,58.33667,58.33283,-173.527,-173.57417,"K-26",119,119,0,8.2,2.6,34.9483127254409
"2856",57,188,1986,198602,"1986-07-25 15:00:00",0.5,2.852,17.363,61,58.6655,58.67567,-174.87433,-174.91983,"L-28",230,230,0,8.4,2.7,53.5145142267427
"2857",57,189,1986,198602,"1986-07-25 17:00:00",0.5,2.815,17.023,61,58.985,59.01067,-174.99817,-175.001,"M-28",134,134,0,8.3,1.2,21.3350138038638
"2858",57,190,1986,198602,"1986-07-26 06:00:00",0.5,2.852,17.023,61,59.32133,59.34667,-175.102,-175.11017,"N-28",137,137,0,7.3,0.9,1.23584962478369
"2859",57,191,1986,198602,"1986-07-26 10:00:00",0.5,2.908,16.986,61,59.64767,59.674,-175.107,-175.10633,"O-28",130,130,0,6.9,1.2,1.41713922186262
"2860",57,192,1986,198602,"1986-07-26 11:00:00",0.5,2.778,16.926,62,59.66783,59.6735,-174.49433,-174.44617,"O-27",121,121,0,7.1,0.9,0
"2861",57,193,1986,198602,"1986-07-26 14:00:00",0.33,1.889,16.88,62,59.9815,59.99817,-174.587,-174.59517,"P-27",112,112,0,6.9,0.2,0
"2862",57,194,1986,198602,"1986-07-26 17:00:00",0.33,1.908,16.8,62,60.30817,60.3255,-174.70533,-174.71083,"Q-27",106,106,0,6.5,-0.4,0
"2863",57,195,1986,198602,"1986-07-27 06:00:00",0.5,2.759,16.74,41,60.67167,60.69583,-174.82333,-174.81033,"R-27",101,101,0,6.6,-0.4,0
"2864",57,196,1986,198602,"1986-07-27 09:00:00",0.5,2.797,16.632,41,60.99233,61.01267,-174.21067,-174.17967,"S-26",88,88,0,6.3,-1.4,0
"2865",57,197,1986,198602,"1986-07-27 15:00:00",0.33,1.889,16.88,61,60.66767,60.66133,-175.4335,-175.466,"R-28",112,112,0,6.9,0.3,0
"2866",57,198,1986,198602,"1986-07-27 18:00:00",0.5,2.741,16.926,61,60.66017,60.662,-176.13383,-176.18433,"R-29",123,123,0,6.6,0.8,0.215544342364081
"2867",57,199,1986,198602,"1986-07-28 06:00:00",0.5,2.741,16.986,61,60.33733,60.316,-176.047,-176.02183,"Q-29",126,126,0,6.7,0.8,0
"2868",57,200,1986,198602,"1986-07-28 09:00:00",0.5,2.852,16.88,61,60.3305,60.333,-175.39583,-175.34383,"Q-28",115,115,0,6.8,0.4,0
"2869",57,201,1986,198602,"1986-07-28 12:00:00",0.5,2.778,16.926,61,60.01583,59.99083,-175.27867,-175.27183,"P-28",121,121,0,7.1,1.3,0
"2870",57,202,1986,198602,"1986-07-28 14:00:00",0.5,2.704,17.023,61,60.00133,60.00017,-175.9075,-175.95667,"P-29",134,134,0,7,1.4,0.868994854507668
"2871",57,203,1986,198602,"1986-07-28 17:00:00",0.5,2.797,17.023,61,59.67267,59.649,-175.85883,-175.8425,"O-29",143,143,0,7.5,2,4.83057990628716
"2872",57,204,1986,198602,"1986-07-29 06:00:00",0.5,2.667,17.023,61,59.34317,59.32717,-175.74583,-175.78083,"N-29",141,141,0,7.9,2.2,3.74446526734238
"2873",57,205,1986,198602,"1986-07-29 09:00:00",0.5,2.667,17.023,61,59.0125,58.989,-175.735,-175.725,"M-29",137,137,0,8.1,2.4,22.2465289412694
"2874",57,206,1986,198602,"1986-07-29 12:00:00",0.5,2.889,17.023,61,58.66617,58.64183,-175.55583,-175.53783,"L-29",139,139,0,8,2.3,12.8029674091874
"2875",57,207,1986,198602,"1986-07-29 15:00:00",0.5,2.685,17.071,61,58.673,58.67333,-176.141,-176.18717,"L-30",143,143,0,8.4,2.9,20.7349587280726
"2876",57,208,1986,198602,"1986-07-29 18:00:00",0.5,2.982,17.023,61,58.976,59.003,-176.29933,-176.29817,"M-30",139,139,0,8.6,2.9,15.3656474475118
"2877",57,209,1986,198602,"1986-07-30 06:00:00",0.5,2.722,17.023,61,59.32067,59.34067,-176.37067,-176.39983,"N-30",139,139,0,7.9,2.4,14.1464828045455
"2878",57,210,1986,198602,"1986-07-30 09:00:00",0.5,2.834,17.023,61,59.64767,59.6725,-176.53283,-176.54667,"O-30",139,139,0,7.5,1.9,8.08404387587866
"2879",57,211,1986,198602,"1986-07-30 11:00:00",0.5,2.759,17.071,61,59.97783,60.00267,-176.70633,-176.71333,"P-30",146,146,0,7.9,1.4,0
"2880",57,212,1986,198602,"1986-07-30 14:00:00",0.5,2.759,17.023,61,60.33417,60.35233,-176.70767,-176.684,"Q-30",141,141,0,6.9,1.3,0.638753738652246
"2881",57,213,1986,198602,"1986-07-30 17:00:00",0.5,2.815,17.023,61,60.64367,60.666,-176.79233,-176.81783,"R-30",135,135,0,7.1,1.8,0.417364491401196
"2882",57,214,1986,198602,"1986-07-31 06:00:00",0.5,2.889,17.1,61,60.665,60.659,-177.52283,-177.57483,"R-31",154,154,0,7,1.6,3.23874182976768
"2883",57,215,1986,198602,"1986-07-31 09:00:00",0.5,2.797,17.164,61,60.67033,60.65567,-178.1545,-178.19733,"R-32",165,165,0,7.8,2.3,5.83239674762228
"2884",57,216,1986,198602,"1986-07-31 13:00:00",0.5,2.778,17.1,61,60.33683,60.31367,-177.40217,-177.3835,"Q-31",150,150,0,7.8,1.8,2.73662317540912
"2885",57,217,1986,198602,"1986-07-31 16:00:00",0.5,2.815,17.023,61,60.0275,60.0025,-177.2325,-177.24083,"P-31",141,141,0,7.7,1.6,1.87814021130538
"2886",57,218,1986,198602,"1986-07-31 19:00:00",0.5,2.797,17.071,61,60.00167,59.97833,-177.89333,-177.91433,"P-32",146,146,0,7.9,1.9,1.88491200612923
"2887",57,219,1986,198602,"1986-08-01 06:00:00",0.5,2.834,17.164,61,59.6695,59.64417,-177.1485,-177.15933,"O-31",183,183,0,7.4,2.7,58.7959864790612
"2888",57,220,1986,198602,"1986-08-01 09:00:00",0.5,2.722,17.1,61,59.33,59.30583,-177.065,-177.07767,"N-31",155,155,0,7.5,2.5,16.5257427312174
"2889",57,221,1986,198602,"1986-08-01 11:00:00",0.5,2.741,17.071,61,59.02983,59.005,-176.97717,-176.9865,"M-31",144,144,0,7.8,2.9,6.6251191907028
"2890",57,222,1986,198602,"1986-08-01 14:00:00",0.5,2.704,17.023,61,58.67567,58.652,-176.84533,-176.86117,"L-31",141,141,0,7.5,2.4,1.3034922817615
"2891",60,1,1985,198501,"1985-07-03 07:00:00",0.5,2.778,15.503,20,58.32483,58.34967,-167.18383,-167.1845,"K-02",49,49,0,5,NA,0
"2892",60,2,1985,198501,"1985-07-03 12:00:00",0.5,2.759,14.911,20,58.66383,58.67283,-167.19533,-167.23967,"L-02",42,42,0,4.6,NA,0
"2893",60,3,1985,198501,"1985-07-03 16:00:00",0.5,2.889,14.383,20,58.97817,59.004,-167.24567,-167.24083,"M-02",37,37,0,4,NA,0
"2894",60,4,1985,198501,"1985-07-03 18:00:00",0.5,3.185,13.147,20,59.3205,59.349,-167.26817,-167.27233,"N-02",29,29,0,4.8,NA,0
"2895",60,5,1985,198501,"1985-07-04 07:00:00",0.5,2.741,13.147,20,59.6715,59.66433,-167.257,-167.3035,"O-02",29,29,0,3.1,NA,0
"2896",60,6,1985,198501,"1985-07-05 07:00:00",0.5,3.463,13.147,20,60.3285,60.33567,-167.30117,-167.36233,"Q-02",27,27,0,4.4,3.8,0
"2897",60,7,1985,198501,"1985-07-05 12:00:00",0.5,2.741,14.055,20,60.35383,60.32933,-168.68733,-168.68467,"Q-18",35,35,0,2.1,1.6,0
"2898",60,8,1985,198501,"1985-07-05 17:00:00",0.65,2.667,13.368,20,60.01233,60.00317,-168.67867,-168.63467,"P-18",37,37,0,3.2,2.1,0
"2899",60,9,1985,198501,"1985-07-05 21:00:00",0.5,2.852,14.833,20,59.68933,59.666,-168.63833,-168.61783,"O-18",38,38,0,2,1.3,0
"2900",60,10,1985,198501,"1985-07-06 08:00:00",0.5,2.852,14.833,20,59.33333,59.33017,-168.574,-168.62367,"N-18",40,40,0,3,2.5,0
"2901",60,11,1985,198501,"1985-07-06 13:00:00",0.5,2.982,14.911,20,59.01233,58.9855,-168.53533,-168.5365,"M-18",46,46,0,3.1,2.4,0
"2902",60,12,1985,198501,"1985-07-06 16:00:00",0.5,2.797,15.788,20,58.673,58.648,-168.50283,-168.49967,"L-18",53,53,0,4.9,1.4,0
"2903",60,13,1985,198501,"1985-07-06 20:00:00",0.5,2.797,15.844,41,58.33233,58.3345,-168.49267,-168.44517,"K-18",64,64,0,5.2,0.2,0
"2904",60,14,1985,198501,"1985-07-07 07:00:00",0.5,2.797,16.313,41,58.32917,58.34917,-169.73117,-169.76033,"K-20",68,68,0,5.4,0.8,0
"2905",60,15,1985,198501,"1985-07-07 10:00:00",0.5,3.037,16.276,41,58.656,58.68317,-169.78717,-169.782,"L-20",66,66,0,5.2,-0.1,0
"2906",60,16,1985,198501,"1985-07-07 13:00:00",0.5,2.852,15.788,41,58.99233,59.017,-169.83983,-169.82667,"M-20",62,62,0,5.1,-0.1,0
"2907",60,17,1985,198501,"1985-07-07 16:00:00",0.5,3.074,15.788,41,59.32233,59.347,-169.8775,-169.85333,"N-20",59,59,0,5,0.3,0
"2908",60,18,1985,198501,"1985-07-07 20:00:00",0.5,2.797,15.788,41,59.67767,59.65467,-169.92983,-169.91017,"O-20",55,55,0,5.1,0.5,0
"2909",60,19,1985,198501,"1985-07-08 07:00:00",0.5,2.908,15.788,41,59.99833,60.004,-169.96133,-170.01233,"P-20",53,53,0,5.2,-1.2,0
"2910",60,20,1985,198501,"1985-07-08 10:00:00",0.5,2.852,15.788,20,60.3275,60.3525,-170.04067,-170.02833,"Q-20",51,51,0,5.2,-1.2,0
"2911",60,21,1985,198501,"1985-07-08 17:00:00",0.5,2.778,15.788,41,60.9905,61.01183,-171.4695,-171.49633,"S-22",59,59,0,4.7,-1.6,0
"2912",60,22,1985,198501,"1985-07-08 20:00:00",0.5,2.982,15.788,41,60.6715,60.64717,-171.4415,-171.41933,"R-22",62,62,0,5.4,-1.4,0
"2913",60,23,1985,198501,"1985-07-09 07:00:00",0.5,2.852,15.857,41,60.3325,60.322,-171.36717,-171.414,"Q-22",66,66,0,4.1,-1.4,0
"2914",60,24,1985,198501,"1985-07-09 11:00:00",0.5,2.852,16.313,41,60.0055,59.98,-171.306,-171.30617,"P-22",70,70,0,4.9,-1.3,0
"2915",60,25,1985,198501,"1985-07-09 14:00:00",0.5,2.797,16.313,41,59.6775,59.6525,-171.25133,-171.255,"O-22",71,71,0,5.2,-1.3,0
"2916",60,26,1985,198501,"1985-07-09 17:00:00",0.5,2.704,16.313,41,59.34283,59.319,-171.18483,-171.192,"N-22",75,75,0,5.5,-1.2,0
"2917",60,27,1985,198501,"1985-07-09 20:00:00",0.5,2.815,16.313,41,58.98783,59.01283,-171.13683,-171.141,"M-22",77,77,0,6.1,-1.2,0
"2918",60,28,1985,198501,"1985-07-10 07:00:00",0.5,2.926,16.357,41,58.66867,58.65617,-171.0785,-171.123,"L-22",82,82,0,6.1,-0.1,0
"2919",60,29,1985,198501,"1985-07-10 11:00:00",0.5,2.834,16.375,41,58.33933,58.31533,-171.02717,-171.01117,"K-22",82,82,0,6.3,0,0
"2920",60,30,1985,198501,"1985-07-10 16:00:00",0.5,2.797,16.655,61,58.33433,58.33717,-172.29,-172.33733,"K-24",102,102,0,7.1,2.2,1.07332909225232
"2921",60,31,1985,198501,"1985-07-10 19:00:00",0.5,2.704,16.655,61,58.67167,58.64733,-172.37367,-172.3715,"L-24",101,101,0,7,2,0.444097850744042
"2922",60,32,1985,198501,"1985-07-11 08:00:00",0.5,2.722,16.655,41,59.006,58.98183,-172.446,-172.4385,"M-24",99,99,0,7,1.5,0
"2923",60,33,1985,198501,"1985-07-11 12:00:00",0.5,2.704,16.655,43,59.34117,59.31567,-172.51033,-172.5165,"N-24",88,88,0,6.3,0.2,0
"2924",60,34,1985,198501,"1985-07-11 15:00:00",0.5,3.019,16.655,43,59.49667,59.51233,-172.872,-172.91567,"ON2524",93,93,0,6,0.6,0
"2925",60,35,1985,198501,"1985-07-11 17:00:00",0.5,3.056,16.655,43,59.66367,59.68233,-172.57917,-172.5395,"O-24",84,84,0,5.9,-0.7,0
"2926",60,36,1985,198501,"1985-07-12 07:00:00",0.5,2.759,16.313,43,59.8405,59.8175,-172.93033,-172.91217,"PO2524",80,80,0,5.3,-1.2,0
"2927",60,37,1985,198501,"1985-07-12 10:00:00",0.5,2.871,16.313,43,59.9925,60.01767,-172.64783,-172.63683,"P-24",64,64,0,5.5,-1.2,0
"2928",60,38,1985,198501,"1985-07-12 14:00:00",0.5,2.778,15.788,43,60.1755,60.1505,-173.0305,-173.03217,"QP2524",59,59,0,4.5,0.3,0
"2929",60,39,1985,198501,"1985-07-13 17:00:00",0.5,2.852,15.884,41,60.99267,61.01717,-172.82617,-172.81183,"S-24",66,66,0,5.1,-1.3,0
"2930",60,40,1985,198501,"1985-07-14 08:00:00",0.5,2.908,16.655,41,60.99783,61.009,-174.18067,-174.22917,"S-26",82,82,0,5.3,-0.2,0
"2931",60,41,1985,198501,"1985-07-14 11:00:00",0.5,2.926,16.655,41,60.67767,60.65367,-174.15067,-174.12967,"R-26",86,86,0,5.8,-0.3,0
"2932",60,42,1985,198501,"1985-07-14 15:00:00",0.5,2.741,16.655,43,60.33767,60.31333,-174.0835,-174.0765,"Q-26",90,90,0,6.3,0.6,0
"2933",60,43,1985,198501,"1985-07-14 16:00:00",0.5,2.871,16.887,43,60.16933,60.14917,-174.35467,-174.387,"QP2726",99,99,0,6.9,0.6,0
"2934",60,44,1985,198501,"1985-07-14 19:00:00",0.5,3.019,16.655,43,60.003,59.98433,-173.9615,-173.92217,"P-26",97,97,0,6.3,1,0
"2935",60,45,1985,198501,"1985-07-15 07:00:00",0.5,2.945,16.906,62,59.83283,59.825,-174.246,-174.19583,"PO2726",106,106,0,6.5,NA,0
"2936",60,46,1985,198501,"1985-07-15 09:00:00",0.5,2.926,16.906,62,59.66883,59.6525,-173.886,-173.8455,"O-26",104,104,0,6.6,1,0
"2937",60,47,1985,198501,"1985-07-15 12:00:00",0.5,2.963,16.938,62,59.33867,59.31267,-173.8165,-173.805,"N-26",110,110,0,6.7,1.6,0
"2938",60,48,1985,198501,"1985-07-15 15:00:00",0.5,2.722,17.094,61,59.003,58.98017,-173.73133,-173.71383,"M-26",117,117,0,7.1,2.1,3.22373577333166
"2939",60,49,1985,198501,"1985-07-15 18:00:00",0.5,2.778,17.094,61,58.67217,58.64867,-173.64633,-173.63167,"L-26",126,126,0,7.6,2.7,1.38985020194523
"2940",60,50,1985,198501,"1985-07-15 21:00:00",0.2,0.945,17.094,61,58.33217,58.33917,-173.56867,-173.57783,"K-26",115,115,0,7.4,2.3,10.5238200476295
"2941",60,51,1985,198501,"1985-07-16 08:00:00",0.5,2.889,17.653,61,58.67033,58.6945,-174.91433,-174.93217,"L-28",201,201,0,6.9,2.8,60.5772749711705
"2942",60,52,1985,198501,"1985-07-16 11:00:00",0.5,2.889,17.354,61,58.99533,59.01967,-175.014,-175.03117,"M-28",130,130,0,7.2,2.2,17.9512780771453
"2943",60,53,1985,198501,"1985-07-16 14:00:00",0.5,2.982,17.24,61,59.32933,59.35517,-175.11983,-175.13417,"N-28",132,132,0,7.4,2,7.39160407145113
"2944",60,54,1985,198501,"1985-07-16 17:00:00",0.5,3.093,17.24,61,59.63617,59.66367,-175.18583,-175.194,"O-28",126,126,0,7.6,2,1.50028167788502
"2945",60,55,1985,198501,"1985-07-16 20:00:00",0.5,3.056,17.094,61,59.99833,60.02383,-175.275,-175.29583,"P-28",117,117,0,7,1.5,0
"2946",60,56,1985,198501,"1985-07-17 07:00:00",0.5,2.871,17.094,61,60.32933,60.3515,-175.39667,-175.37,"Q-28",112,112,0,7,1.2,0
"2947",60,57,1985,198501,"1985-07-17 10:00:00",0.5,2.852,16.906,61,60.665,60.68967,-175.45833,-175.47283,"R-28",106,106,0,6.9,0.9,0
"2948",60,58,1985,198501,"1985-07-17 13:00:00",0.5,2.982,17.094,61,60.66833,60.665,-176.20733,-176.2615,"R-29",117,117,0,7.1,1.1,0
"2949",60,59,1985,198501,"1985-07-17 17:00:00",0.5,2.741,17.094,61,60.32817,60.305,-176.04267,-176.02617,"Q-29",121,121,0,7.6,1.5,0
"2950",60,60,1985,198501,"1985-07-17 20:00:00",0.5,2.834,17.24,61,60.00167,59.97767,-175.94517,-175.92733,"P-29",130,130,0,7.8,1.6,0
"2951",60,61,1985,198501,"1985-07-18 07:00:00",0.5,2.759,17.24,61,59.6675,59.65817,-175.8825,-175.83717,"O-29",137,137,0,7.5,1.9,1.2614274817955
"2952",60,62,1985,198501,"1985-07-18 10:00:00",0.5,2.889,17.24,61,59.33367,59.31117,-175.76483,-175.7395,"N-29",137,137,0,7.8,1.2,0.401555142756868
"2953",60,63,1985,198501,"1985-07-18 13:00:00",0.5,3.204,17.24,61,58.995,58.96717,-175.75183,-175.765,"M-29",132,132,0,8.3,1.7,6.33633711920424
"2954",60,64,1985,198501,"1985-07-18 16:00:00",0.5,2.963,17.24,61,58.65917,58.63267,-175.56983,-175.5645,"L-29",134,134,0,8,2.3,27.0717937193017
"2955",60,65,1985,198501,"1985-07-18 19:00:00",0.5,3.241,17.24,61,58.66617,58.66283,-176.199,-176.2545,"L-30",137,137,0,8.5,2,8.76960005612544
"2956",60,66,1985,198501,"1985-07-19 07:00:00",0.5,2.556,17.24,61,59.004,59.01483,-176.3635,-176.32433,"M-30",137,137,0,8.1,1.7,3.40402819079987
"2957",60,67,1985,198501,"1985-07-19 10:00:00",0.5,2.815,17.24,61,59.32167,59.34667,-176.39833,-176.4035,"N-30",135,135,0,7.7,1.2,3.70900009478556
"2958",60,68,1985,198501,"1985-07-19 14:00:00",0.5,2.945,17.24,61,59.66167,59.68517,-176.54367,-176.56833,"O-30",135,135,0,7.9,1.1,0
"2959",60,69,1985,198501,"1985-07-19 17:00:00",0.5,2.611,17.259,61,59.99833,60.02167,-176.73283,-176.72533,"P-30",141,141,0,8,0.8,0
"2960",60,70,1985,198501,"1985-07-19 20:00:00",0.5,2.945,17.265,61,60.32833,60.35483,-176.73033,-176.7285,"Q-30",135,135,0,8.1,1,0
"2961",60,71,1985,198501,"1985-07-20 08:00:00",0.5,2.834,17.24,61,60.66417,60.6895,-176.8045,-176.8095,"R-30",128,128,0,7.5,1.1,0
"2962",60,72,1985,198501,"1985-07-20 11:00:00",0.5,2.797,17.354,61,60.66417,60.65383,-177.52483,-177.57167,"R-31",146,146,0,7.5,0.9,0
"2963",60,73,1985,198501,"1985-07-20 14:00:00",0.5,2.963,17.45,61,60.66567,60.66267,-178.19617,-178.25,"R-32",161,161,0,7.4,2.1,3.48133184151818
"2964",60,74,1985,198501,"1985-07-20 19:00:00",0.5,2.982,17.354,61,60.33033,60.338,-177.37767,-177.42933,"Q-31",148,148,0,7.7,1.1,0.579714312149259
